id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
9011,CCL20-0001692,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/24/21,3/24/22,3/24/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9012,CCL20-0001693,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/24/21,3/24/22,3/24/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9013,CCL20-0001694,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/24/21,3/24/22,3/24/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9014,CCL20-0001695,Active,Annual,Cultivation -  Nursery,Adult-Use,3/11/21,3/11/22,3/11/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9015,CCL20-0001696,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/24/21,3/24/22,3/24/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9016,CCL20-0001697,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/24/21,3/24/22,3/24/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9017,CCL20-0001698,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/24/21,3/24/22,3/24/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9018,CCL20-0001699,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/24/21,3/24/22,3/24/21 0:00,The Growing Family Collective,Data Not Available,Jonathan Kolodinski,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 419-1103,109-201-04,,
9020,CCL20-0001702,Active,Provisional,Cultivation -  Medium Outdoor,Adult-Use,4/8/21,4/8/22,4/8/21 0:00,RMI Ventures,Data Not Available,"Igor Stolper, Manuel Rivera, Ryan Santiago",Corporation,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Data Not Available,(707) 477-2560,136-051-040,,
9021,CCL20-0001703,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,7/31/20,7/31/22,6/29/21 0:00,Ag Roots LLC,Data Not Available,Jack Crummer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 735-2992,083-150-011,,
9022,CCL20-0001705,Active,Annual,Cultivation -  Small Outdoor,Medicinal,12/27/20,12/27/21,10/28/21 0:00,Empress Farms,Data Not Available,Josh Free,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 599-8865,104-311-019-000,,
9023,CCL20-0001706,Active,Annual,Cultivation -  Small Outdoor,Medicinal,12/27/20,12/27/21,10/28/21 0:00,Empress Farms,Data Not Available,Josh Free,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 599-8865,104-311-019-000,,
9059,CCL20-0001707,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,9/22/20,9/22/22,7/29/21 0:00,Benbow Valley Farms,Data Not Available,Chad Mussey,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 223-3377,216-392-025,,
9061,CCL20-0001709,Active,Provisional,Cultivation -  Specialty Cottage Outdoor,Adult-Use,9/22/20,9/22/22,7/29/21 0:00,Benbow Valley Farms,Data Not Available,Chad Mussey,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 223-3377,216-392-025,,
9063,CCL20-0001714,Active,Provisional,Cultivation -  Specialty Indoor,Adult-Use,10/15/20,10/15/22,10/13/21 0:00,98 Leaf,Data Not Available,Hong Lip Yow,Corporation,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Data Not Available,(909) 248-5488,3129-261-68,,
9064,CCL20-0001716,Active,Provisional,Cultivation -  Small Outdoor,Medicinal,9/28/20,9/28/22,10/27/21 0:00,Mountain Mystic Farms LLC,Data Not Available,Thomas Fielding,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(530) 739-8833,015-050-17-00,,
9065,CCL20-0001718,Active,Provisional,Cultivation -  Medium Outdoor,Medicinal,11/13/20,11/13/22,10/11/21 0:00,Petaluma Hill Farms LLC,Data Not Available,"David Drips, Zac Hansen",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(707) 332-1749,021-160-011,,
9066,CCL20-0001719,Active,Provisional,Cultivation -  Specialty Indoor,Adult-Use,11/23/20,11/23/21,9/24/21 0:00,M Squared Management Inc,Data Not Available,Michelle Daskalos,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(310) 729-7750,5166021009,,
9067,CCL20-0001722,Active,Provisional,Cultivation -  Medium Indoor,Adult-Use,10/1/20,10/1/22,9/28/21 0:00,"Palomar Works, Inc.",Data Not Available,Kyle Castanon,Corporation,Data Not Available,Not Published,Data Not Available,CA,San Diego,Data Not Available,Data Not Available,(714) 401-0322,195-130-01-00,,
9068,CCL20-0001725,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,9/14/20,9/14/22,9/3/21 0:00,Jesse Cabral,Data Not Available,Jesse Cabral,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 223-2773,108-071-003,,
9069,CCL20-0001726,Active,Annual,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Adult-Use,2/17/21,2/17/22,2/17/21 0:00,Little Buck Mountain Farm LLC,Data Not Available,"Lisa Todd, Shannon Stillwell",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 499-3197,223-211-004,,
9070,CCL20-0001727,Active,Annual,Cultivation -  Specialty Cottage Mixed-Light Tier 2,Adult-Use,3/11/21,3/11/22,3/11/21 0:00,"Clear Creek Farms, LLC",Data Not Available,Karl Benemann,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 629-3419,105-111-016,,
9071,CCL20-0001728,Active,Provisional,Cultivation -  Specialty Cottage Indoor,Medicinal,1/7/21,1/7/22,1/7/21 0:00,KBBB LLC,Data Not Available,"Melyssa Ingle, Robert Ingle",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Nevada,Data Not Available,Data Not Available,(916) 316-8538,011-221-011,,
9072,CCL20-0001729,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,8/24/20,8/24/22,8/18/21 0:00,"SM Greenshine, LLC",Data Not Available,Marina Marin,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(310) 740-3043,216-205-010-000,,
9073,CCL20-0001731,Active,Provisional,Cultivation -  Specialty Outdoor,Adult-Use,8/21/20,8/21/22,6/22/21 0:00,Sugar Hill Farm,Data Not Available,James Roberts,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 353-0221,046-040-30-00,,
9074,CCL20-0001732,Active,Provisional,Cultivation -  Specialty Mixed-Light Tier 1,Adult-Use,12/24/20,12/24/21,10/25/21 0:00,"NAVA RANCH, LLC.",Data Not Available,DAVID ARELLANO NAVA,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 223-1676,220-061-027-000,,
9075,CCL20-0001733,Active,Provisional,Cultivation -  Medium Outdoor,Adult-Use,12/9/20,12/9/21,10/10/21 0:00,"Mombacho Mountain Organics, LLC",Data Not Available,"Daniel Westphal, Kathleen McGuire",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Data Not Available,(808) 599-0076,011-044-171-000,,
9076,CCL20-0001734,Active,Provisional,Cultivation -  Specialty Outdoor,Adult-Use,9/1/20,9/1/22,8/30/21 0:00,Goddess Organics LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 672-5443,208-113-008,,
9077,CCL20-0001735,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,11/20/20,11/20/21,9/21/21 0:00,"NAVA RANCH, LLC.",Data Not Available,DAVID ARELLANO NAVA,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 223-1676,220-061-026-000,,
9078,CCL20-0001736,Active,Provisional,Cultivation -  Small Indoor,Adult-Use,3/16/21,3/16/22,3/16/21 0:00,Frosty Green Group Inc.,Data Not Available,"Greg Merachlyan, Kevin Sperry",Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(424) 332-2645,5191-019-019,,
9079,CCL20-0001738,Active,Provisional,Cultivation -  Processor,Adult-Use,10/14/20,10/14/22,10/7/21 0:00,HIGH GRADE VENTURES,Data Not Available,"DAVID DRAPER, ROBERT DRAPER",Corporation,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Data Not Available,(916) 743-0789,062-0150-008-0000,,
9080,CCL20-0001740,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,1/25/21,1/25/22,1/25/21 0:00,"Lake County Private Reserve Holdings II, LLC",Data Not Available,"Elissa Hambrecht, Eric Sklar, Jane Rosen",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Data Not Available,(415) 298-1972,012-006-580,,
9081,CCL20-0001742,Active,Provisional,Cultivation -  Specialty Mixed-Light Tier 1,Medicinal,1/22/21,1/22/22,1/22/21 0:00,Four Seasons Land Management LLC,Data Not Available,Patrick Flanagan,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(262) 744-0146,081-091-005,,
9082,CCL20-0001743,Active,Annual,Cultivation -  Processor,Adult-Use,4/19/21,4/19/22,4/19/21 0:00,PPC-Phinest Processing Company LLC,Data Not Available,"Carlos Ramirez, Fred Barnum",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Yolo,Data Not Available,Data Not Available,(209) 612-3215,067-070-002-000,,
9083,CCL20-0001747,Active,Annual,Cultivation -  Small Outdoor,Medicinal,9/14/20,9/14/22,9/14/21 0:00,Black Bear Farms LLC,Data Not Available,Anastasia Mercer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(760) 623-8653,211-283-007,,
9084,CCL20-0001748,Active,Annual,Cultivation -  Specialty Indoor,Adult-Use,2/15/21,2/15/22,2/15/21 0:00,Alba Cannabis Systems,Data Not Available,Gilbert Alba,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Data Not Available,(714) 837-8557,370-051-025,,
9085,CCL20-0001753,Active,Provisional,Cultivation -  Specialty Indoor,Medicinal,2/9/21,2/9/22,2/9/21 0:00,"Dyvinel, Inc.",Data Not Available,Ellea Rubinstein,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(818) 602-1566,2748-037-018,,
9086,CCL20-0001755,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,4/28/21,4/28/22,4/28/21 0:00,"Golden Seed II, LLC",Data Not Available,"Angelo Mazzone, Christopher Yelich, J.R. Richardson, Neil Brandom, Scott Goldie",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(424) 262-1516,049-171-02,,
9087,CCL20-0001756,Active,Provisional,Cultivation -  Small Mixed-Light Tier 2,Adult-Use,1/28/21,1/28/22,1/28/21 0:00,The Emerald Connective,Data Not Available,Steven DeMarco,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(603) 560-7781,015-410-68-00,,
9088,CCL20-0001758,Active,Provisional,Cultivation -  Medium Outdoor,Adult-Use,8/24/20,8/24/22,8/24/21 0:00,"HWMC Farming, Inc.",Data Not Available,Data Not Available,Corporation,Data Not Available,Not Published,Data Not Available,CA,Calaveras,Data Not Available,Data Not Available,(845) 705-9899,020-028-081,,
9089,CCL20-0001760,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,3/18/21,3/18/22,3/18/21 0:00,Humboldt's Native Sun LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(831) 331-5590,221-261-001,,
9090,CCL20-0001761,Active,Provisional,Cultivation -  Specialty Outdoor,Adult-Use,1/29/21,1/29/22,1/29/21 0:00,Health Phax,Data Not Available,Kim May,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Trinity,Data Not Available,Data Not Available,(530) 629-3577,005-370-04-00,,
9091,CCL20-0001762,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,3/18/21,3/18/22,3/18/21 0:00,Humboldt's Native Sun LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(831) 331-5590,221-261-001,,
9092,CCL20-0001763,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,3/18/21,3/18/22,3/18/21 0:00,Humboldt's Native Sun LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(831) 331-5590,221-261-001,,
9093,CCL20-0001766,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,3/18/21,3/18/22,3/18/21 0:00,Humboldt's Native Sun LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(831) 331-5590,221-261-001,,
9094,CCL20-0001767,Active,Annual,Cultivation -  Specialty Mixed-Light Tier 1,Adult-Use,3/18/21,3/18/22,3/18/21 0:00,Humboldt's Native Sun LLC,Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(831) 331-5590,221-261-001,,
9095,CCL20-0001768,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,12/23/20,12/23/21,10/24/21 0:00,Healing Wonders,Data Not Available,Venus Wheeler,Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(650) 255-2435,156-190-04-00,,
9129,CCL20-0001769,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,8/20/20,8/20/22,8/16/21 0:00,"Saleen, LLC",Data Not Available,"Rumen Shitsov, Yama Schafer",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(415) 519-6540,210-250-019-000,,
9131,CCL20-0001770,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,8/20/20,8/20/22,8/16/21 0:00,"Saleen, LLC",Data Not Available,"Rumen Shitsov, Yama Schafer",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(415) 519-6540,210-250-019-000,,
9132,CCL20-0001771,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,8/20/20,8/20/22,8/16/21 0:00,"Saleen, LLC",Data Not Available,"Rumen Shitsov, Yama Schafer",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(415) 519-6540,210-250-019-000,,
9133,CCL20-0001772,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,1/28/21,1/28/22,1/28/21 0:00,Guava Farm LLC,Data Not Available,Humberto Nunez,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 489-6807,177-060-0300,,
9134,CCL20-0001774,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,2/11/21,2/11/22,2/11/21 0:00,Kevin Santos,Data Not Available,Kevin Santos,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Data Not Available,(707) 350-2244,002-048-50,,
9137,CCL20-0001777,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,3/25/21,3/25/22,3/25/21 0:00,"Morgan Valley Ventures, Inc",Data Not Available,"Christopher Macleod, Robert Skalla",Corporation,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Data Not Available,(707) 477-7606,012-069-60,,
9139,CCL20-0001782,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,9/29/20,9/29/22,9/28/21 0:00,Santa Cruz Cannabis Company Inc.,Data Not Available,Neil Gavande,Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(650) 709-7067,096-211-15,,
9140,CCL20-0001784,Active,Annual,Cultivation -  Nursery,Adult-Use,2/19/21,2/19/22,2/19/21 0:00,Soul Arc Solutions,Data Not Available,Tristan Strauss,Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(310) 795-7436,108-012-009-000,,
9141,CCL20-0001786,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,8/28/20,8/28/22,8/27/21 0:00,Ag Roots LLC,Data Not Available,Jack Crummer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 735-2992,083-150-011,,
9142,CCL20-0001787,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,8/28/20,8/28/22,8/27/21 0:00,Ag Roots LLC,Data Not Available,Jack Crummer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 735-2992,083-150-011,,
9143,CCL20-0001788,Active,Annual,Cultivation -  Specialty Cottage Mixed-Light Tier 1,Adult-Use,1/28/21,1/28/22,1/28/21 0:00,Wilder Ridge Ranch llc,Data Not Available,jessica moore,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 497-9420,108-023-011,,
9144,CCL20-0001790,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,2/16/21,2/16/22,2/16/21 0:00,SIMPCO INC,Data Not Available,Max Simpson,Corporation,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(707) 583-1152,068-050-008,,
9145,CCL20-0001791,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,2/16/21,2/16/22,2/16/21 0:00,MBNCO Inc,Data Not Available,Susan Yang,Corporation,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(707) 583-1152,068-050-008,,
9146,CCL20-0001792,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,2/16/21,2/16/22,2/16/21 0:00,MCDCO Inc,Data Not Available,Jonathan McDougall,Corporation,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(707) 583-1152,068-050-008,,
9147,CCL20-0001793,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,2/19/21,2/19/22,2/19/21 0:00,MRFCO INC,Data Not Available,Matthew Ferraro,Corporation,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Data Not Available,(707) 583-1152,068-050-008,,
9148,CCL20-0001794,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,1/28/21,1/28/22,1/28/21 0:00,Wilder Ridge Ranch llc,Data Not Available,jessica moore,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 497-9420,108-023-011,,
9149,CCL20-0001795,Active,Annual,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,4/28/21,4/28/22,4/28/21 0:00,"Golden Seed III, LLC",Data Not Available,"Angelo Mazzone III, Chris Yelich, J.R. Richardson, Neil Brandom, Scott Goldie",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(424) 262-1516,049-171-02,,
9150,CCL20-0001797,Active,Provisional,Cultivation -  Medium Mixed-Light Tier 1,Adult-Use,11/6/20,11/6/22,11/4/21 0:00,"High Art, LLC",Data Not Available,Caleb O'Connor,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(808) 385-0636,522-022-015,,
9151,CCL20-0001798,Active,Annual,Cultivation -  Specialty Mixed-Light Tier 1,Adult-Use,8/19/20,8/19/22,8/17/21 0:00,Kyle Christenson Design,Data Not Available,Kyle Christenson,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(206) 715-6042,221-141-020,,
9152,CCL20-0001800,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Adult-Use,3/19/21,3/19/22,3/19/21 0:00,Big Wood Inc.,Data Not Available,Keith Perry,Corporation,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 533-3742,032-360-39,,
9153,CCL20-0001801,Active,Annual,Cultivation -  Medium Outdoor,Adult-Use,2/11/21,2/11/22,2/11/21 0:00,Emerald Fire Farms,Data Not Available,"Betty Carroll, Vernon Eldred, Vincent Garcia",Corporation,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Data Not Available,(707) 484-1545,201-051-140-000,,
9154,CCL20-0001802,Active,Provisional,Cultivation -  Specialty Cottage Outdoor,Adult-Use,8/28/20,8/28/22,7/20/21 0:00,Holly Curry,Data Not Available,Holly Curry,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 841-6690,014-200-36,,
9155,CCL20-0001803,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,8/28/20,8/28/22,8/27/21 0:00,Ag Roots LLC,Data Not Available,Jack Crummer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 735-2992,083-150-011,,
9156,CCL20-0001804,Active,Annual,Cultivation -  Small Outdoor,Medicinal,9/14/20,9/14/22,9/14/21 0:00,Black Bear Farms LLC,Data Not Available,Anastasia Mercer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(760) 623-8653,211-283-007,,
9157,CCL20-0001805,Active,Provisional,Cultivation -  Small Outdoor,Adult-Use,8/28/20,8/28/22,8/27/21 0:00,Ag Roots LLC,Data Not Available,Jack Crummer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 735-2992,083-150-011,,
9159,CCL20-0001807,Active,Annual,Cultivation -  Processor,Adult-Use,4/26/21,4/26/22,4/26/21 0:00,"Ixxco, INC.",Data Not Available,Mark Schaeffer,Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(213) 259-6171,522-221-008,,
9160,CCL20-0001808,Active,Provisional,Cultivation -  Specialty Indoor,Adult-Use,9/1/20,9/1/22,8/23/21 0:00,Sunrise Caregiver Foundation,Data Not Available,kwok chan,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Data Not Available,(626) 272-9114,7347-017-061,,
9162,CCL20-0001812,Active,Provisional,Cultivation -  Specialty Outdoor,Adult-Use,9/1/20,9/1/22,8/27/21 0:00,Ag Roots LLC,Data Not Available,Jack Crummer,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Data Not Available,(805) 735-2992,083-150-011,,
9163,CCL20-0001813,Active,Annual,Cultivation -  Specialty Indoor,Adult-Use,11/16/20,11/16/22,10/18/21 0:00,"T&D Industries, LLC",Data Not Available,Terry Wilson,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Data Not Available,(916) 826-6954,062-0070-021,,
9164,CCL20-0001815,Active,Provisional,Cultivation -  Specialty Mixed-Light Tier 1,Adult-Use,12/16/20,12/16/21,10/17/21 0:00,"Love and Light Farms, LLC",Data Not Available,Data Not Available,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(707) 496-8515,223-151-003,,
9165,CCL20-0001817,Active,Provisional,Cultivation -  Processor,Adult-Use,12/16/20,12/16/21,10/17/21 0:00,"Lake County Private Reserve Holdings V, LLC",Data Not Available,"Elissa Hambrecht, Eric Sklar, Jane Rosen",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Lake,Data Not Available,Data Not Available,(415) 298-1972,010-044-15,,
9201,CCL20-0001818,Active,Annual,Cultivation -  Medium Outdoor,Adult-Use,9/29/20,9/29/22,9/16/21 0:00,Sungrown Organic,Data Not Available,Jordan Levy,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Data Not Available,(831) 566-8834,051-201-09,,
9313,CCL20-0001819,Active,Provisional,Cultivation -  Small Mixed-Light Tier 1,Medicinal,9/30/20,9/30/22,10/29/21 0:00,"Elevated Concept Holdings, LLC",Data Not Available,"Abdolnasser Salemizadeh, Farid Sabounchi, Gregory McCone",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Nevada,Data Not Available,Data Not Available,(530) 802-3833,038-450-012,,
9314,CCL20-0001820,Active,Annual,Cultivation -  Small Outdoor,Adult-Use,7/2/21,7/2/22,7/2/21 0:00,HUMBOLDTOLOGY LLC,Data Not Available,"David Drumme, Jenifer Liput",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Data Not Available,(415) 966-5280,212-011-003/004,,
9315,CCL20-0001821,Active,Provisional,Cultivation -  Medium Mixed-Light Tier 1,Medicinal,1/19/21,1/19/22,1/19/21 0:00,"GC Organics, LLC",Data Not Available,"Ibrahim Ibrahim, Richard McDonald, Singh Manjit",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Calaveras,Data Not Available,Data Not Available,(209) 518-8412,010-021-142,,
9316,CCL20-0001824,Active,Provisional,Cultivation -  Specialty Mixed-Light Tier 1,Adult-Use,12/17/20,12/17/21,10/18/21 0:00,Stephen Cato,Data Not Available,Stephen Cato,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,CA,Mendocino,Data Not Available,Data Not Available,(707) 462-9203,189-090-17,,
